Year,Week,Movie,Viewers
2024,44,"Elif ve Arkadaşları 2: Perişler
 25 Ekim 2024",314
2024,44,"Pırıl: Sayıların Gizemi
 4 Ekim 2024",281
2024,44,"Gelin Takımı
 18 Ekim 2024",313
2024,44,"Gülümse 2
 18 Ekim 2024",167
2024,44,"Joker: İkili Delilik
 4 Ekim 2024",223
2024,44,"Cesur Panda Görevimiz Afrika
 18 Ekim 2024",125
2024,44,"Garez
 25 Ekim 2024",136
2024,45,"İllegal Hayatlar: Meclis
 1 Kasım 2024",505
2024,45,"0000 Kilometre
 1 Kasım 2024",502
2024,45,"Venom: Son Dans
 25 Ekim 2024",471
2024,45,"Mustafa
 25 Ekim 2024",299
2024,45,"Bir Cumhuriyet Şarkısı
 25 Ekim 2024",285
2024,45,"Elif ve Arkadaşları 2: Perişler
 25 Ekim 2024",283
2024,45,"Pırıl: Sayıların Gizemi
 4 Ekim 2024",186
2024,45,"Gelin Takımı
 18 Ekim 2024",160
2024,45,"Sijjin
 1 Kasım 2024",111
2024,45,"Gülümse 2
 18 Ekim 2024",53
2024,46,"İllegal Hayatlar: Meclis
 1 Kasım 2024",420
2024,46,"Venom: Son Dans
 25 Ekim 2024",425
2024,46,"0000 Kilometre
 1 Kasım 2024",363
2024,46,"Vahşi Robot
 8 Kasım 2024",254
2024,46,"Mustafa
 25 Ekim 2024",285
2024,46,"Bir Cumhuriyet Şarkısı
 25 Ekim 2024",229
2024,46,"Elif ve Arkadaşları 2: Perişler
 25 Ekim 2024",219
2024,46,"Pırıl: Sayıların Gizemi
 4 Ekim 2024",140
2024,46,"Çılgın Dersane 5: Updated
 8 Kasım 2024",200
2024,46,"Niko: Kuzey Işıklarının Ötesinde
 8 Kasım 2024",142
2024,47,"Gladyatör 2
 15 Kasım 2024",554
2024,47,"Vahşi Robot
 8 Kasım 2024",254
2024,47,"İllegal Hayatlar: Meclis
 1 Kasım 2024",326
2024,47,"Venom: Son Dans
 25 Ekim 2024",258
2024,47,"0000 Kilometre
 1 Kasım 2024",307
2024,47,"Takıntılar
 15 Kasım 2024",212
2024,47,"Nemlizade
 15 Kasım 2024",193
2024,47,"Elif ve Arkadaşları 2: Perişler
 25 Ekim 2024",144
2024,47,"Mustafa
 25 Ekim 2024",238
2024,47,"Zir-i Cin 3: Cin Düğümü
 15 Kasım 2024",191
2024,48,"Gladyatör 2
 15 Kasım 2024",412
2024,48,"İllegal Hayatlar: Meclis
 1 Kasım 2024",282
2024,48,"Vahşi Robot
 8 Kasım 2024",249
2024,48,"Terrifier 3
 22 Kasım 2024",205
2024,48,"Venom: Son Dans
 25 Ekim 2024",250
2024,48,"Geniş Aile 4: Cevahir & Ulvi
 22 Kasım 2024",274
2024,48,"Wicked
 22 Kasım 2024",194
2024,48,"0000 Kilometre
 1 Kasım 2024",219
2024,48,"Mustafa
 25 Ekim 2024",183
2024,48,"Takıntılar
 15 Kasım 2024",108
2024,49,"Moana 2
 29 Kasım 2024",533
2024,49,"Gladyatör 2
 15 Kasım 2024",305
2024,49,"İllegal Hayatlar: Meclis
 1 Kasım 2024",206
2024,49,"Terrifier 3
 22 Kasım 2024",173
2024,49,"Barda
 29 Kasım 2024",270
2024,49,"Venom: Son Dans
 25 Ekim 2024",169
2024,49,"Vahşi Robot
 8 Kasım 2024",179
2024,49,"Mukadderat
 29 Kasım 2024",140
2024,49,"Wicked
 22 Kasım 2024",127
2024,49,"0000 Kilometre
 1 Kasım 2024",107
2024,50,"Moana 2
 29 Kasım 2024",551
2024,50,"Çakallarla Dans 7
 6 Aralık 2024",600
2024,50,"Nasreddin Hoca Zaman Yolcusu: Kadim Medeniyetler
 6 Aralık 2024",293
2024,50,"Gladyatör 2
 15 Kasım 2024",248
2024,50,"Yıldızlararası
 7 Kasım 2014",10
2024,50,"Terrifier 3
 22 Kasım 2024",138
2024,50,"İllegal Hayatlar: Meclis
 1 Kasım 2024",141
2024,50,"Venom: Son Dans
 25 Ekim 2024",130
2024,50,"Mukadderat
 29 Kasım 2024",89
2024,50,"Vahşi Robot
 8 Kasım 2024",86
2024,51,"Moana 2
 29 Kasım 2024",483
2024,51,"Çakallarla Dans 7
 6 Aralık 2024",327
2024,51,"Hain
 13 Aralık 2024",156
2024,51,"Nasreddin Hoca Zaman Yolcusu: Kadim Medeniyetler
 6 Aralık 2024",279
2024,51,"Avcı Kraven
 13 Aralık 2024",406
2024,51,"Gladyatör 2
 15 Kasım 2024",161
2024,51,"Yüzüklerin Efendisi: Rohirrim'in Savaşı
 13 Aralık 2024",179
2024,51,"Terrifier 3
 22 Kasım 2024",86
2024,51,"Mukadderat
 29 Kasım 2024",55
2024,51,"Her Şeyin Başı Merkür
 13 Aralık 2024",183
2024,52,"Moana 2
 29 Kasım 2024",397
2024,52,"Çakallarla Dans 7
 6 Aralık 2024",330
2024,52,"Mufasa: Aslan Kral
 20 Aralık 2024",400
2024,52,"Nasreddin Hoca Zaman Yolcusu: Kadim Medeniyetler
 6 Aralık 2024",260
2024,52,"Hain
 13 Aralık 2024",82
2024,52,"Oflu Hoca 4
 20 Aralık 2024",230
2024,52,"Şımarık
 20 Aralık 2024",250
2024,52,"Avcı Kraven
 13 Aralık 2024",220
2024,52,"Katliam Gecesi
 20 Aralık 2024",89
2024,52,"Akıldan Kalbe
 20 Aralık 2024",183
