Year,Week,Movie,Viewers
2022,44,"Aslan Hürkuş Görevimiz Gökbey
 21 Ekim 2022",551
2022,44,"Black Adam
 21 Ekim 2022",333
2022,44,"Bandırma Füze Kulübü
 21 Ekim 2022",326
2022,44,"Aya Sihirli Yolculuk
 28 Ekim 2022",180
2022,44,"Şeytan Kapanı
 28 Ekim 2022",150
2022,44,"Kim Bu Aile?
 7 Ekim 2022",240
2022,44,"Tay
 23 Eylül 2022",181
2022,44,"Sevmedim Deme
 14 Ekim 2022",160
2022,44,"Katil Kim?
 28 Ekim 2022",96
2022,44,"Hüzün Üçgeni
 28 Ekim 2022",50
2022,45,"Aslan Hürkuş Görevimiz Gökbey
 21 Ekim 2022",449
2022,45,"Black Adam
 21 Ekim 2022",390
2022,45,"Hep Yek 5: Bizim Şeyimiz mi Altan
 4 Kasım 2022",287
2022,45,"Hazine
 4 Kasım 2022",267
2022,45,"Mahalleden Arkadaşlar
 4 Kasım 2022",301
2022,45,"Aya Sihirli Yolculuk
 28 Ekim 2022",158
2022,45,"Bandırma Füze Kulübü
 21 Ekim 2022",251
2022,45,"Kabus Gecesi: Diriliş
 4 Kasım 2022",115
2022,45,"Şeytan Kapanı
 28 Ekim 2022",113
2022,45,"Tay
 23 Eylül 2022",7
2022,46,"Black Panther: Yaşasın Wakanda
 11 Kasım 2022",668
2022,46,"Aslan Hürkuş Görevimiz Gökbey
 21 Ekim 2022",366
2022,46,"Müstakbel Damat
 11 Kasım 2022",324
2022,46,"Karlar Kraliçesi ve Prenses
 11 Kasım 2022",250
2022,46,"Black Adam
 21 Ekim 2022",244
2022,46,"Tamirhane
 11 Kasım 2022",273
2022,46,"Hep Yek 5: Bizim Şeyimiz mi Altan
 4 Kasım 2022",224
2022,46,"Niloya
 11 Kasım 2022",277
2022,46,"Aya Sihirli Yolculuk
 28 Ekim 2022",83
2022,46,"Mahalleden Arkadaşlar
 4 Kasım 2022",140
2022,47,"Barış Akarsu ""Merhaba""
 18 Kasım 2022",332
2022,47,"Müjdemi İsterim
 18 Kasım 2022",372
2022,47,"Aslan Hürkuş Görevimiz Gökbey
 21 Ekim 2022",290
2022,47,"Black Panther: Yaşasın Wakanda
 11 Kasım 2022",521
2022,47,"Karlar Kraliçesi ve Prenses
 11 Kasım 2022",264
2022,47,"Müstakbel Damat
 11 Kasım 2022",324
2022,47,"Tim, Tim, Timsah
 18 Kasım 2022",111
2022,47,"Black Adam
 21 Ekim 2022",137
2022,47,"Aya Sihirli Yolculuk
 28 Ekim 2022",75
2022,47,"The Menu
 18 Kasım 2022",48
2022,48,"Müjdemi İsterim
 18 Kasım 2022",349
2022,48,"Barış Akarsu ""Merhaba""
 18 Kasım 2022",338
2022,48,"Black Panther: Yaşasın Wakanda
 11 Kasım 2022",401
2022,48,"Müstakbel Damat
 11 Kasım 2022",263
2022,48,"Aslan Hürkuş Görevimiz Gökbey
 21 Ekim 2022",268
2022,48,"Karlar Kraliçesi ve Prenses
 11 Kasım 2022",265
2022,48,"Kendi Yolumda
 25 Kasım 2022",288
2022,48,"One Piece Film: Red
 25 Kasım 2022",132
2022,48,"Black Adam
 21 Ekim 2022",92
2022,48,"The Menu
 18 Kasım 2022",40
2022,49,"Çakallarla Dans 6
 2 Aralık 2022",590
2022,49,"Müjdemi İsterim
 18 Kasım 2022",332
2022,49,"Yunus Çocuk
 2 Aralık 2022",301
2022,49,"Barış Akarsu ""Merhaba""
 18 Kasım 2022",318
2022,49,"Black Panther: Yaşasın Wakanda
 11 Kasım 2022",275
2022,49,"Aslan Hürkuş Görevimiz Gökbey
 21 Ekim 2022",213
2022,49,"Müstakbel Damat
 11 Kasım 2022",186
2022,49,"Buğday Tanesi
 2 Aralık 2022",235
2022,49,"Karlar Kraliçesi ve Prenses
 11 Kasım 2022",177
2022,49,"Vahşi Gece
 2 Aralık 2022",91
2022,50,"Çakallarla Dans 6
 2 Aralık 2022",620
2022,50,"Nasreddin Hoca Zaman Yolcusu
 9 Aralık 2022",389
2022,50,"Kurak Günler
 9 Aralık 2022",120
2022,50,"Müjdemi İsterim
 18 Kasım 2022",323
2022,50,"Yunus Çocuk
 2 Aralık 2022",303
2022,50,"Sil Baştan Kaynanam
 9 Aralık 2022",156
2022,50,"Barış Akarsu ""Merhaba""
 18 Kasım 2022",255
2022,50,"Black Panther: Yaşasın Wakanda
 11 Kasım 2022",199
2022,50,"Buğday Tanesi
 2 Aralık 2022",140
2022,50,"Müstakbel Damat
 11 Kasım 2022",108
2022,51,"Avatar: Suyun Yolu
 16 Aralık 2022",1320
2022,51,"Nasreddin Hoca Zaman Yolcusu
 9 Aralık 2022",310
2022,51,"Çakallarla Dans 6
 2 Aralık 2022",370
2022,51,"Kurak Günler
 9 Aralık 2022",120
2022,51,"Ajan Kedi
 16 Aralık 2022",166
2022,51,"Yunus Çocuk
 2 Aralık 2022",182
2022,51,"Müjdemi İsterim
 18 Kasım 2022",146
2022,51,"Sil Baştan Kaynanam
 9 Aralık 2022",26
2022,51,"Buğday Tanesi
 2 Aralık 2022",138
2022,51,"Elif Ana
 9 Aralık 2022",26
2022,52,"Avatar: Suyun Yolu
 16 Aralık 2022",1249
2022,52,"Çakallarla Dans 6
 2 Aralık 2022",330
2022,52,"Nasreddin Hoca Zaman Yolcusu
 9 Aralık 2022",314
2022,52,"Kurak Günler
 9 Aralık 2022",139
2022,52,"Ayı Kardeşler: Dünya'ya Dönüş
 23 Aralık 2022",217
2022,52,"Buğday Tanesi
 2 Aralık 2022",133
2022,52,"Ajan Kedi
 16 Aralık 2022",141
2022,52,"Maric
 23 Aralık 2022",171
2022,52,"Yunus Çocuk
 2 Aralık 2022",114
2022,52,"Müjdemi İsterim
 18 Kasım 2022",69
